feature_1,feature_2,target
-0.8189333732207644,-0.6904392914663287,0
-0.37276263410383276,-0.3725721597824924,1
0.7567067140515993,-0.5135047335144133,0
0.40633894869036763,0.8995907125163778,0
0.6178486199404861,-0.2250661789699972,1
0.9223489156378987,-0.38849755956644194,0
-0.28009843394481915,0.47102525662398737,1
1.055316455241422,0.03858190746506682,0
0.07800848093276602,-0.3650970475164593,1
0.10524563380895643,-0.5125630292459652,1
-0.49151353578048174,-0.8615557078271558,0
-0.048639310312268744,-0.415629461727734,1
-0.16050104315575373,-0.46984178513692776,1
0.2889861922381325,0.4146730473109267,1
-0.5866374932169491,-0.8371020601870208,0
0.08996467717750241,1.0497727747823016,0
-0.943326568293793,0.5714304704770159,0
0.48648983406612306,0.047380846883070454,1
-0.4603620101734321,-0.15726496793434858,1
-0.31917743486641775,0.29905810918555764,1
-0.32591787579229503,-0.36888755010732605,1
0.8166991634022366,0.445437850117124,0
0.481039085233744,-0.04222912457080102,1
0.1383111982836227,-0.4863626030698747,1
0.3815384944691736,0.9191741155272344,0
-0.47603186155828664,0.1527917773059097,1
0.9422557013832699,0.1467501030577246,0
0.4129844922689074,-0.8594967988269147,0
0.2766469705086354,0.9776816464308,0
-0.3430817460704021,0.40544764932186,1
0.3835838181572583,0.2000267650878129,1
-0.3163581630399387,0.3306756141415014,1
0.38713216049882593,-0.25243569191697324,1
0.9406554282363428,-0.5039855520139981,0
-0.8767346572829802,0.49039472070578033,0
0.8572095103107155,-0.5391073799164672,0
0.6738942809269294,-0.7460997705317549,0
0.3751618248498743,-0.1893201054919905,1
0.8914571000951285,0.30322092799001243,0
-0.9696178905547624,0.24968996073525493,0
-0.013146907357897468,-0.6152493472867558,1
-0.8866852181491411,0.5768137583548554,0
-0.27906213159877324,0.9655083385451712,0
0.4078201758011486,-0.3557428904348054,1
0.49513463241346245,0.146450776848101,1
-0.0920162666389709,0.9375341739604381,0
0.35870703367508694,-0.8104856468598081,0
0.25919416759525754,-0.4280079297632346,1
-0.46939962614693614,0.2231159397231617,1
0.6229919057441132,0.0888642501375418,1
0.5413092263687042,0.8144791662391268,0
0.022154563595605706,-0.5281533942847857,1
-0.061916138816140824,-1.11055876406718,0
-0.9800771397009506,-0.21728288649082111,0
-0.3009780363819199,0.3013498421122249,1
-0.5028203809617834,0.24597674644197437,1
-0.11906146991665763,0.9905748950917951,0
-0.40484116991903574,-0.3598498784063336,1
0.5051101984496689,-0.1919229710105619,1
-0.039667663842595256,-0.583388887379149,1
-0.28250762608720026,0.4689352550480136,1
0.7929657121688363,0.5451647663408592,0
-0.3874806305742441,0.929775950636169,0
-0.733541651150051,-0.7070083514591793,0
-0.02865597532004583,-0.466176318300084,1
-0.5039886305989033,-0.03408709048638158,1
0.34138598776705265,-0.507768748963011,1
-0.1984842840374838,0.289196394898539,1
0.3439370473737593,0.16028558570808518,1
-0.28722728837440237,0.9837639927801027,0
-0.4576960719103171,0.15169225995067348,1
0.9706537023956825,-0.18152345277117682,0
-0.010603037752789576,0.43093399687864875,1
-0.507168348928553,0.10047635426322936,1
-0.2073822177319084,-0.4817351467292808,1
0.9876536425347944,0.1268324152906621,0
-0.3442404995479241,-0.9874722737925479,0
-0.5996618259805081,0.790012660724836,0
0.7820189316227878,-0.7060835400223555,0
0.981588753704919,0.030414851151520022,0
0.7403565359195454,-0.7614933683611989,0
-0.3757829861943489,-0.909225376211606,0
-0.38097617298586284,0.8358491110159018,0
-1.0110092666396804,-0.2547794749289251,0
-0.418054261782849,0.4598067594518332,1
0.08400796701495575,0.9484570625102461,0
-0.7179051319117322,-0.7088031326252208,0
-0.5328959892200625,0.7504979918666153,0
-0.32951199183644075,-0.4190677744911979,1
0.7676907893479734,0.49078089762518473,0
-0.80677312565187,-0.5195749219049586,0
0.37506097501859137,0.377876100512391,1
0.5920535574859691,-0.09073207936173906,1
0.7525507321707754,-0.6420549319787743,0
0.36325976109238683,-0.2539726335738629,1
-0.44596396300952224,-0.3146803701988692,1
-0.5371452874666918,0.8063928217654419,0
-0.5234573860097466,0.8923722744160282,0
0.34894006974779224,0.5006886945140644,1
-0.08158315434282512,0.5245281836932519,1
0.4903413551212422,-0.0015092592704735869,1
0.029651907632517065,0.38140427126320037,1
0.3324310159418408,0.3671642579612162,1
-0.8287133040096986,0.6824717044834049,0
-0.5019800536514238,0.864905100095167,0
-0.3897071328362938,-0.24755721098111333,1
-0.1841912978224527,-0.540092212128444,1
0.741489722586947,0.7552855608514263,0
0.4615387691686864,0.21232016136534834,1
0.2982917407060659,-0.49812296190031663,1
-0.07330833782303882,0.46169772519242636,1
-0.19865329635924184,-0.4374333414301445,1
0.9815141809188789,-0.029749632448573954,0
0.6781228772952608,-0.7598874390962003,0
0.5983127827309682,0.018574594233149347,1
-0.6137244108628305,-0.8643469935111807,0
-0.8513197990382582,-0.45512391863318746,0
-0.5022449268827944,0.2687917149597024,1
0.2604287008782622,-0.880075229361071,0
0.4335940205925589,-0.03225008781503377,1
0.7223590402601933,0.7491251089217477,0
0.030363715944000145,0.5308234397229193,1
-0.9216826064002748,0.2198792392617882,0
-0.29160703604208793,-0.9315154851079849,0
0.07818090410258628,-0.47842350351446605,1
-0.38485505483314597,-0.8981346697537194,0
